filter_id,variant,expression,layman_explanation,stat,source
32F532,tens,((16 <= seed <= 24) and (34 <= winner <= 45)),Eliminate if condition: ((16 <= seed <= 24) and (34 <= winner <= 45)),0/311,keeper
33F245,tens,"(any(set(range(n,n+4)).issubset(set(combo_digits)) for n in range(7))and winner_structure == 5 and winner_structure == 5)","Eliminate if condition: (any(set(range(n,n+4)).issubset(set(combo_digits)) for n in range(7))and winner_structure == 5 and winner_structure == 5)",8/311,keeper
346F551,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and not all(d % 2 == 1 for d in combo_digits))",Eliminate if the combo contains mirror digits of the seed.,305/311,keeper
34F284,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <18 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <18 and winner_structure == 5 and winner_structure == 5),25/311,keeper
35F346,tens,(sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<14 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<14 and winner_structure == 5 and winner_structure == 5),9/311,keeper
37F285,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <17 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <17 and winner_structure == 5 and winner_structure == 5),24/311,keeper
39F286,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <16 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <16 and winner_structure == 5 and winner_structure == 5),19/311,keeper
3F187,tens,(any(v >=4 for v in Counter(combo_digits).values())),Eliminate if condition: (any(v >=4 for v in Counter(combo_digits).values())),47/311,keeper
3F209,tens,(winner <10 or winner >29),Eliminate if condition: (winner <10 or winner >29),26/311,keeper
3F211,tens,(winner <7 or winner >26),Eliminate if condition: (winner <7 or winner >26),4/311,keeper
3F232,tens,(winner==7),Eliminate if the tens sum is 7.,7/311,keeper
3F233,tens,(winner==6),Eliminate if the tens sum is 6.,2/311,keeper
3F291,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <21 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <21 and winner_structure == 5 and winner_structure == 5),31/311,keeper
3F572,tens,(3 in Counter(combo_digits).values()),Eliminate if condition: (3 in Counter(combo_digits).values()),167/311,keeper
3F580,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
3F585,tens,"(sorted(Counter(combo_digits).values()) == [2, 2, 1])","Eliminate if condition: (sorted(Counter(combo_digits).values()) == [2, 2, 1])",0/311,keeper
3F588,tens,(3 in Counter(combo_digits).values()),Eliminate if condition: (3 in Counter(combo_digits).values()),167/311,keeper
3F598,tens,(3 in Counter(combo_digits).values()),Eliminate if condition: (3 in Counter(combo_digits).values()),167/311,keeper
3F600,tens,(3 in Counter(combo_digits).values()),Eliminate if condition: (3 in Counter(combo_digits).values()),167/311,keeper
3F604,tens,(3 in Counter(combo_digits).values()),Eliminate if condition: (3 in Counter(combo_digits).values()),167/311,keeper
3F640,tens,(sum(d % 2 == 0 for d in combo_digits) == 1),Eliminate if the combo has exactly 1 even digit.,1/311,keeper
3F641,tens,(winner < 14),Eliminate if condition: (winner < 14),101/311,keeper
3F651,tens,(winner > 36),Eliminate if condition: (winner > 36),0/311,keeper
3F677,tens,(winner > 34),Eliminate if condition: (winner > 34),0/311,keeper
3F683,tens,(winner > 36),Eliminate if condition: (winner > 36),0/311,keeper
3F708,tens,(winner > 23),Eliminate if condition: (winner > 23),5/311,keeper
40F198,tens,(not any(d in cold_digits for d in combo_digits)),Eliminate if the combo does not contain any cold digits.,59/311,keeper
42F356,tens,(winner%2==0),Eliminate if condition: (winner%2==0),148/311,keeper
44F287,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <25 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <25 and winner_structure == 5 and winner_structure == 5),31/311,keeper
45F541,tens,(winner_structure == 5),Eliminate if condition: (winner_structure == 5),32/311,keeper
47F338,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<17 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<17 and winner_structure == 5 and winner_structure == 5),24/311,keeper
4F090,tens,(winner % 10 == 3),Eliminate if condition: (winner % 10 == 3),34/311,keeper
4F228,tens,(winner==40 and seed<30),Eliminate if the tens sum is 40 while the seed sum is under 30.,0/311,keeper
4F230,tens,(winner==9),Eliminate if the tens sum is 9.,10/311,keeper
4F312,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <12 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <12 and winner_structure == 5 and winner_structure == 5),6/311,keeper
4F313,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <11 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <11 and winner_structure == 5 and winner_structure == 5),5/311,keeper
4F565,tens,(len(set(combo_digits).intersection(seed_digits)) > 1),Eliminate if the combo shares more than 1 digits with the seed.,311/311,keeper
4F575,tens,(3 in Counter(combo_digits).values()),Eliminate if condition: (3 in Counter(combo_digits).values()),167/311,keeper
4F618,tens,(len(set(combo_digits)) == 5),Eliminate if condition: (len(set(combo_digits)) == 5),54/311,keeper
4F626,tens,(sum(d % 2 == 0 for d in combo_digits) == 1),Eliminate if the combo has exactly 1 even digit.,1/311,keeper
4F628,tens,(winner > 25),Eliminate if condition: (winner > 25),2/311,keeper
50F254,tens,(not (16<=winner<=25)),Eliminate if condition: (not (16<=winner<=25)),167/311,keeper
52F288,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <36 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <36 and winner_structure == 5 and winner_structure == 5),32/311,keeper
54F289,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <37 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <37 and winner_structure == 5 and winner_structure == 5),32/311,keeper
56F337,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<18 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<18 and winner_structure == 5 and winner_structure == 5),25/311,keeper
58F335,tens,"(not any(mirror.get(d,-1) in combo_digits for d in seed_digits) and winner_structure == 5 and winner_structure == 5)",Eliminate if the combo does not contain any mirror digits of the seed.,0/311,keeper
59F255,tens,(not (14<=winner<=24)),Eliminate if condition: (not (14<=winner<=24)),104/311,keeper
59F262,tens,(winner<14 or winner>24),Eliminate if condition: (winner<14 or winner>24),104/311,keeper
59F332,tens,(winner<14 or winner>24),Eliminate if condition: (winner<14 or winner>24),104/311,keeper
5F559,tens,"(sorted(Counter(combo_digits).values()) == [2, 3] and any(d in mirror.values() for d in combo_digits) and sum(d <= 4 for d in combo_digits) < 4)",Eliminate if the combo contains mirror digits of the seed.,0/311,keeper
5F566,tens,(len(set(combo_digits).intersection(seed_digits)) > 2),Eliminate if the combo shares more than 2 digits with the seed.,298/311,keeper
5F569,tens,(len(set(combo_digits).intersection(seed_digits)) >= 3),Eliminate if the combo shares at least 3 digits with the seed.,298/311,keeper
5F570,tens,(list(Counter(combo_digits).values()).count(2) + list(Counter(combo_digits).values()).count(3) > 1),Eliminate if condition: (list(Counter(combo_digits).values()).count(2) + list(Counter(combo_digits).values()).count(3) > 1),271/311,keeper
5F577,tens,(3 in Counter(combo_digits).values()),Eliminate if condition: (3 in Counter(combo_digits).values()),167/311,keeper
5F578,tens,(3 in Counter(combo_digits).values()),Eliminate if condition: (3 in Counter(combo_digits).values()),167/311,keeper
5F624,tens,(sum(d % 2 == 0 for d in combo_digits) == 2),Eliminate if the combo has exactly 2 even digits.,5/311,keeper
63F186,tens,(any(v >=3 for v in Counter(combo_digits).values())),Eliminate if condition: (any(v >=3 for v in Counter(combo_digits).values())),204/311,keeper
63F224,tens,"(not any(d in combo_digits for d in [1,3,5]))","Eliminate if condition: (not any(d in combo_digits for d in [1,3,5]))",1/311,keeper
63F275,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <28 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <28 and winner_structure == 5 and winner_structure == 5),32/311,keeper
63F280,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <22 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <22 and winner_structure == 5 and winner_structure == 5),31/311,keeper
67F274,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <29 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <29 and winner_structure == 5 and winner_structure == 5),32/311,keeper
67F279,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <24 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <24 and winner_structure == 5 and winner_structure == 5),31/311,keeper
6F058,tens,(winner % 10 == 8),Eliminate if condition: (winner % 10 == 8),19/311,keeper
6F205,tens,(winner <8 or winner >28),Eliminate if condition: (winner <8 or winner >28),11/311,keeper
6F257,tens,(not (12<=winner<=25)),Eliminate if condition: (not (12<=winner<=25)),58/311,keeper
6F266,tens,(winner%10==0),Eliminate if condition: (winner%10==0),34/311,keeper
6F311,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <13 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <13 and winner_structure == 5 and winner_structure == 5),9/311,keeper
6F321,tens,(not any(d in cold_digits for d in combo_digits)),Eliminate if the combo does not contain any cold digits.,59/311,keeper
6F560,tens,(len(set(combo_digits).intersection(seed_digits)) == 1 and winner < 14),Eliminate if the combo shares exactly 1 digit with the seed.,0/311,keeper
70F270,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <33 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <33 and winner_structure == 5 and winner_structure == 5),32/311,keeper
70F273,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <30 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <30 and winner_structure == 5 and winner_structure == 5),32/311,keeper
70F278,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <26 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <26 and winner_structure == 5 and winner_structure == 5),31/311,keeper
71F190,tens,(int(str(winner)[-1]) == int(str(seed)[0])),Eliminate if condition: (int(str(winner)[-1]) == int(str(seed)[0])),24/311,keeper
71F220,tens,"(not any(d in combo_digits for d in [2,3,4]))","Eliminate if condition: (not any(d in combo_digits for d in [2,3,4]))",1/311,keeper
71F249,tens,(1 not in combo_digits and 2 not in combo_digits and 3 not in combo_digits),"Eliminate if the combo does not contain any of these digits: 1, 2, 3.",2/311,keeper
71F250,tens,(2 not in combo_digits and 3 not in combo_digits and 4 not in combo_digits),"Eliminate if the combo does not contain any of these digits: 2, 3, 4.",1/311,keeper
74F269,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <34 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <34 and winner_structure == 5 and winner_structure == 5),32/311,keeper
74F272,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <31 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <31 and winner_structure == 5 and winner_structure == 5),32/311,keeper
74F277,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <35 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <35 and winner_structure == 5 and winner_structure == 5),32/311,keeper
75F271,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <32 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <32 and winner_structure == 5 and winner_structure == 5),32/311,keeper
75F276,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <27 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <27 and winner_structure == 5 and winner_structure == 5),32/311,keeper
76F309,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <39 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <39 and winner_structure == 5 and winner_structure == 5),32/311,keeper
77F308,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <40 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <40 and winner_structure == 5 and winner_structure == 5),32/311,keeper
78F221,tens,"(not any(d in combo_digits for d in [1,2,3]))","Eliminate if condition: (not any(d in combo_digits for d in [1,2,3]))",2/311,keeper
78F303,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <45 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <45 and winner_structure == 5 and winner_structure == 5),32/311,keeper
78F304,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <44 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <44 and winner_structure == 5 and winner_structure == 5),32/311,keeper
78F305,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <43 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <43 and winner_structure == 5 and winner_structure == 5),32/311,keeper
78F306,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <42 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <42 and winner_structure == 5 and winner_structure == 5),32/311,keeper
78F307,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <41 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <41 and winner_structure == 5 and winner_structure == 5),32/311,keeper
7F059,tens,(winner % 10 == 8),Eliminate if condition: (winner % 10 == 8),19/311,keeper
7F179,tens,(winner % 10 == 1),Eliminate if condition: (winner % 10 == 1),23/311,keeper
7F573,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if the combo shares exactly 1 digit with the seed.,0/311,keeper
7F623,tens,(winner < 20),Eliminate if condition: (winner < 20),263/311,keeper
81F251,tens,(5 not in combo_digits and 4 not in combo_digits),"Eliminate if the combo does not contain any of these digits: 5, 4.",20/311,keeper
87F722,tens,(len(set(seed_digits_1).intersection(seed_digits_2).intersection(combo_digits)) >= 2),Eliminate if condition: (len(set(seed_digits_1).intersection(seed_digits_2).intersection(combo_digits)) >= 2),0/311,keeper
8F060,tens,(winner % 10 == 7),Eliminate if condition: (winner % 10 == 7),30/311,keeper
8F226,tens,(winner==10),Eliminate if the tens sum is 10.,16/311,keeper
8F344,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<11 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<11 and winner_structure == 5 and winner_structure == 5),5/311,keeper
8F345,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<10 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<10 and winner_structure == 5 and winner_structure == 5),2/311,keeper
8F562,tens,(len(set(combo_digits).intersection(seed_digits)) == 1 and all(d % 2 == 1 for d in combo_digits)),Eliminate if the combo shares exactly 1 digit with the seed.,0/311,keeper
8F574,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if the combo shares exactly 1 digit with the seed.,0/311,keeper
91F180,tens,(sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <22 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <22 and winner_structure == 5 and winner_structure == 5),31/311,keeper
9F343,tens,(sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<12 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<12 and winner_structure == 5 and winner_structure == 5),6/311,keeper
9F350,tens,(sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<10 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<10 and winner_structure == 5 and winner_structure == 5),2/311,keeper
9F571,tens,(len(set(combo_digits).intersection(seed_digits)) == 1),Eliminate if the combo shares exactly 1 digit with the seed.,0/311,keeper
F723,tens,(str(winner)[-1] == str(seed)[-1]),Eliminate if condition: (str(winner)[-1] == str(seed)[-1]),33/311,keeper
F724,tens,(((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits)),Eliminate if condition: (((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits)),61/311,keeper
F724C,tens,((((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits))),Eliminate if condition: ((((seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits))),61/311,keeper
F725,tens,((winner % 9 or 9) == (seed % 9 or 9)),Eliminate if condition: ((winner % 9 or 9) == (seed % 9 or 9)),35/311,keeper
F726,tens,(max(seed_digits) - min(seed_digits) == (winner % 9 or 9)),Eliminate if condition: (max(seed_digits) - min(seed_digits) == (winner % 9 or 9)),27/311,keeper
F727,tens,"((abs(winner - round((seed**0.5) * 1.5, 2)) <= 2))","Eliminate if condition: ((abs(winner - round((seed**0.5) * 1.5, 2)) <= 2))",11/311,keeper
F728,tens,"((abs(winner - round((seed**0.5) * 2.0, 2)) <= 2))","Eliminate if condition: ((abs(winner - round((seed**0.5) * 2.0, 2)) <= 2))",35/311,keeper
F729,tens,"((abs(winner - round((seed**0.5) * 2.5, 2)) <= 2))","Eliminate if condition: ((abs(winner - round((seed**0.5) * 2.5, 2)) <= 2))",55/311,keeper
F730,tens,"((abs(winner - round((seed**0.5) * 3.0, 2)) <= 2))","Eliminate if condition: ((abs(winner - round((seed**0.5) * 3.0, 2)) <= 2))",74/311,keeper
N015F538,tens,((0 <= seed <= 15) and (0 <= winner <= 15)),Eliminate if condition: ((0 <= seed <= 15) and (0 <= winner <= 15)),86/311,keeper
NEWF725,tens,(5 not in combo_digits and 8 not in combo_digits and 5 not in combo_digits),"Eliminate if the combo does not contain any of these digits: 5, 8, 5.",57/311,keeper
NO101F189,tens,(not any(d in due_digits for d in combo_digits)),Eliminate if the combo does not contain any due digits.,104/311,keeper
NO101F316R,tens,(abs(winner - seed) > 13),Eliminate if condition: (abs(winner - seed) > 13),5/311,keeper
NO110F721,tens,(len(set(combo_digits) & set(seed_digits)) > 2),Eliminate if condition: (len(set(combo_digits) & set(seed_digits)) > 2),298/311,keeper
NO114F248,tens,(5 not in combo_digits and 4 not in combo_digits),"Eliminate if the combo does not contain any of these digits: 5, 4.",20/311,keeper
NO118F322,tens,(abs((max(combo_digits)-min(combo_digits)) - (max(seed_digits)-min(seed_digits)))>3),Eliminate if condition: (abs((max(combo_digits)-min(combo_digits)) - (max(seed_digits)-min(seed_digits)))>3),13/311,keeper
NO123F252,tens,(not (20<=winner<=28)),Eliminate if condition: (not (20<=winner<=28)),263/311,keeper
NO124F181,tens,(25 <= winner <= 33),Eliminate if condition: (25 <= winner <= 33),3/311,keeper
NO124F539,tens,(not any(d in hot_digits for d in combo_digits)),Eliminate if the combo does not contain any hot digits.,68/311,keeper
NO135F215,tens,(all(v in combo_vtracs for v in seed_vtracs)),Eliminate if the combo’s V-Trac groups match restricted seed V-Trac groups.,168/311,keeper
NO139F202,tens,(all(d >=3 for d in combo_digits)),Eliminate if condition: (all(d >=3 for d in combo_digits)),0/311,keeper
NO142F551D,tens,"(not any(mirror.get(d,None) in combo_digits for d in combo_digits))",Eliminate if the combo does not contain any mirror digits of the seed.,6/311,keeper
NO15F188,tens,"(winner == sum(mirror.get(int(x),int(x)) for x in str(seed)))",Eliminate if the combo contains mirror digits of the seed.,17/311,keeper
NO16F333,tens,"(winner==sum(mirror.get(int(x),int(x)) for x in str(seed)))",Eliminate if the combo contains mirror digits of the seed.,17/311,keeper
NO172F550S,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4)",Eliminate if the combo contains mirror digits of the seed.,9/311,keeper
NO177F318,tens,(sum(d%2 for d in combo_digits)==sum(d%2 for d in seed_digits)),Eliminate if condition: (sum(d%2 for d in combo_digits)==sum(d%2 for d in seed_digits)),65/311,keeper
NO177F319,tens,(5 - sum(d%2 for d in combo_digits) == 5 - sum(d%2 for d in seed_digits)),Eliminate if condition: (5 - sum(d%2 for d in combo_digits) == 5 - sum(d%2 for d in seed_digits)),65/311,keeper
NO177F547,tens,(sum(d in due_digits for d in combo_digits) > 2),Eliminate if the combo contains due digits.,49/311,keeper
NO188F540,tens,(sum(d in hot_digits for d in combo_digits) < 2),Eliminate if the combo contains hot digits.,161/311,keeper
NO204F203,tens,(sum(1 for d in combo_digits if d >=8) >=2),Eliminate if condition: (sum(1 for d in combo_digits if d >=8) >=2),84/311,keeper
NO20F329,tens,(winner<12 or winner>25),Eliminate if condition: (winner<12 or winner>25),58/311,keeper
NO21F551S,tens,"(len(set(combo_digits)) == 5 and not any(mirror.get(d,None) in combo_digits for d in combo_digits))",Eliminate if the combo does not contain any mirror digits of the seed.,6/311,keeper
NO25F556,tens,(len(set(combo_digits)) > 3 and all(d not in mirror.values() for d in combo_digits) and (max(combo_digits) - min(combo_digits) <= 4)),Eliminate if the combo contains mirror digits of the seed.,0/311,keeper
NO262F184,tens,"(not any(mirror.get(d, None) in combo_digits for d in combo_digits))",Eliminate if the combo does not contain any mirror digits of the seed.,6/311,keeper
NO27F535,tens,((16 <= seed <= 24) and (0 <= winner <= 15)),Eliminate if condition: ((16 <= seed <= 24) and (0 <= winner <= 15)),77/311,keeper
NO296F355,tens,"(any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits))",Eliminate if the combo contains mirror digits of the seed.,211/311,keeper
NO296F549,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) > 4)",Eliminate if the combo contains mirror digits of the seed.,305/311,keeper
NO30F256,tens,(not (14<=winner<=22)),Eliminate if condition: (not (14<=winner<=22)),115/311,keeper
NO30F263,tens,(winner<14 or winner>22),Eliminate if condition: (winner<14 or winner>22),115/311,keeper
NO30F267,tens,(winner<14 or winner>22),Eliminate if condition: (winner<14 or winner>22),115/311,keeper
NO30F326,tens,(all(d%2==0 for d in combo_digits)),Eliminate if condition: (all(d%2==0 for d in combo_digits)),0/311,keeper
NO33F182,tens,(winner <= 15),Eliminate if condition: (winner <= 15),165/311,keeper
NO35F260,tens,(winner<19 or winner>25),Eliminate if condition: (winner<19 or winner>25),234/311,keeper
NO35F327,tens,(winner<19 or winner>25),Eliminate if condition: (winner<19 or winner>25),234/311,keeper
NO35F330,tens,(winner<19 or winner>25),Eliminate if condition: (winner<19 or winner>25),234/311,keeper
NO367F550,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4)",Eliminate if the combo contains mirror digits of the seed.,9/311,keeper
NO41F553,tens,"(not any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) >= 4)",Eliminate if the combo does not contain any mirror digits of the seed.,6/311,keeper
NO44F320,tens,(winner>25 and sum(1 for d in combo_digits if d in seed_digits)<3),Eliminate if condition: (winner>25 and sum(1 for d in combo_digits if d in seed_digits)<3),0/311,keeper
NO467F354,tens,"(any(mirror.get(d,-1) in combo_digits for d in combo_digits))",Eliminate if the combo contains mirror digits of the seed.,305/311,keeper
NO4F225,tens,(winner==37 and seed<30),Eliminate if the tens sum is 37 while the seed sum is under 30.,0/311,keeper
NO50F331,tens,(winner<16 or winner>25),Eliminate if condition: (winner<16 or winner>25),167/311,keeper
NO55F290,tens,(sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <38 and winner_structure == 5 and winner_structure == 5),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <38 and winner_structure == 5 and winner_structure == 5),32/311,keeper
NO659F314,tens,(abs(winner - seed) <=15),Eliminate if condition: (abs(winner - seed) <=15),311/311,keeper
NO67F317,tens,(sum(int(d) for d in str(winner)) == sum(int(d) for d in str(seed))),Eliminate if condition: (sum(int(d) for d in str(winner)) == sum(int(d) for d in str(seed))),31/311,keeper
NO69F314R,tens,(abs(winner - seed) > 15),Eliminate if condition: (abs(winner - seed) > 15),0/311,keeper
NO6F191,tens,(winner <8 or winner >28),Eliminate if condition: (winner <8 or winner >28),11/311,keeper
NO70F315R,tens,(abs(winner - seed) > 14),Eliminate if condition: (abs(winner - seed) > 14),1/311,keeper
NO71F201,tens,(1 not in combo_digits and 2 not in combo_digits and 3 not in combo_digits),"Eliminate if the combo does not contain any of these digits: 1, 2, 3.",2/311,keeper
NO75F196,tens,"(not any(d in combo_digits for d in [1,2,3]))","Eliminate if condition: (not any(d in combo_digits for d in [1,2,3]))",2/311,keeper
NO78F720,tens,(sum(1 for d in combo_digits if d in seed_digits) > 3),Eliminate if condition: (sum(1 for d in combo_digits if d in seed_digits) > 3),303/311,keeper
NO81F217,tens,(len(set(combo_vtracs))<=2),Eliminate if the combo’s V-Trac groups match restricted seed V-Trac groups.,0/311,keeper
NO82F185,tens,"(len(set(combo_digits)) == 3 and sorted(Counter(combo_digits).values())==[1,2,2])","Eliminate if the digits form a 1-2-2 frequency pattern (one single, two pairs).",0/311,keeper
NO9F244,tens,(winner==34 and seed<30),Eliminate if the tens sum is 34 while the seed sum is under 30.,0/311,keeper
NVR290F200,tens,"(any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits))",Eliminate if the combo contains mirror digits of the seed.,211/311,keeper
NVR617F316,tens,(abs(winner - seed) <=13),Eliminate if condition: (abs(winner - seed) <=13),306/311,keeper
NVR643F315,tens,(abs(winner - seed) <=14),Eliminate if condition: (abs(winner - seed) <=14),310/311,keeper
Nvr390F548,tens,"(any(mirror.get(d,None) in combo_digits for d in combo_digits))",Eliminate if the combo contains mirror digits of the seed.,305/311,keeper
REV_123F328_tens,tens,(winner>=20 or winner<=28),Eliminate if condition: (winner>=20 or winner<=28),263/311,reversed
